Ranking  DocID      Precision               Recall
  001    CACM-3032  1.00000000000000000000  0.20000000000000000000
  002    CACM-2949  1.00000000000000000000  0.40000000000000000000
  003    CACM-2890  1.00000000000000000000  0.60000000000000000000
  004    CACM-2849  1.00000000000000000000  0.80000000000000000000
  005    CACM-1695  0.80000000000000000000  0.80000000000000000000
  006    CACM-2892  0.66666666666666660000  0.80000000000000000000
  007    CACM-1928  0.57142857142857140000  0.80000000000000000000
  008    CACM-2289  0.50000000000000000000  0.80000000000000000000
  009    CACM-2197  0.44444444444444440000  0.80000000000000000000
  010    CACM-2776  0.40000000000000000000  0.80000000000000000000
  011    CACM-1685  0.36363636363636365000  0.80000000000000000000
  012    CACM-2951  0.33333333333333330000  0.80000000000000000000
  013    CACM-2046  0.30769230769230770000  0.80000000000000000000
  014    CACM-0616  0.28571428571428570000  0.80000000000000000000
  015    CACM-2515  0.26666666666666666000  0.80000000000000000000
  016    CACM-1846  0.25000000000000000000  0.80000000000000000000
  017    CACM-3158  0.23529411764705882000  0.80000000000000000000
  018    CACM-2274  0.22222222222222220000  0.80000000000000000000
  019    CACM-2572  0.21052631578947367000  0.80000000000000000000
  020    CACM-1989  0.20000000000000000000  0.80000000000000000000
  021    CACM-1665  0.19047619047619047000  0.80000000000000000000
  022    CACM-1856  0.18181818181818182000  0.80000000000000000000
  023    CACM-1844  0.17391304347826086000  0.80000000000000000000
  024    CACM-1890  0.16666666666666666000  0.80000000000000000000
  025    CACM-0441  0.16000000000000000000  0.80000000000000000000
  026    CACM-1572  0.15384615384615385000  0.80000000000000000000
  027    CACM-2598  0.14814814814814814000  0.80000000000000000000
  028    CACM-1906  0.14285714285714285000  0.80000000000000000000
  029    CACM-3076  0.13793103448275862000  0.80000000000000000000
  030    CACM-2916  0.13333333333333333000  0.80000000000000000000
  031    CACM-2060  0.12903225806451613000  0.80000000000000000000
  032    CACM-2002  0.12500000000000000000  0.80000000000000000000
  033    CACM-2033  0.12121212121212122000  0.80000000000000000000
  034    CACM-3077  0.11764705882352941000  0.80000000000000000000
  035    CACM-2217  0.11428571428571428000  0.80000000000000000000
  036    CACM-2401  0.11111111111111110000  0.80000000000000000000
