Ranking  DocID      Precision               Recall
  001    CACM-2452  1.00000000000000000000  0.03846153846153846400
  002    CACM-2765  1.00000000000000000000  0.07692307692307693000
  003    CACM-1976  0.66666666666666660000  0.07692307692307693000
  004    CACM-2816  0.75000000000000000000  0.11538461538461539000
  005    CACM-2969  0.80000000000000000000  0.15384615384615385000
  006    CACM-2114  0.66666666666666660000  0.15384615384615385000
  007    CACM-2318  0.57142857142857140000  0.15384615384615385000
  008    CACM-2988  0.50000000000000000000  0.15384615384615385000
  009    CACM-2359  0.55555555555555560000  0.19230769230769232000
  010    CACM-2926  0.50000000000000000000  0.19230769230769232000
  011    CACM-2631  0.45454545454545453000  0.19230769230769232000
  012    CACM-1412  0.41666666666666670000  0.19230769230769232000
  013    CACM-2949  0.38461538461538464000  0.19230769230769232000
  014    CACM-2957  0.35714285714285715000  0.19230769230769232000
  015    CACM-1194  0.33333333333333330000  0.19230769230769232000
  016    CACM-2319  0.31250000000000000000  0.19230769230769232000
  017    CACM-2437  0.29411764705882354000  0.19230769230769232000
  018    CACM-3181  0.27777777777777780000  0.19230769230769232000
  019    CACM-3002  0.31578947368421050000  0.23076923076923078000
  020    CACM-3136  0.30000000000000000000  0.23076923076923078000
  021    CACM-1267  0.28571428571428570000  0.23076923076923078000
  022    CACM-2375  0.27272727272727270000  0.23076923076923078000
  023    CACM-1652  0.26086956521739130000  0.23076923076923078000
  024    CACM-0397  0.25000000000000000000  0.23076923076923078000
  025    CACM-2669  0.28000000000000000000  0.26923076923076920000
  026    CACM-3070  0.26923076923076920000  0.26923076923076920000
  027    CACM-2978  0.25925925925925924000  0.26923076923076920000
  028    CACM-3134  0.25000000000000000000  0.26923076923076920000
  029    CACM-2991  0.24137931034482760000  0.26923076923076920000
  030    CACM-3012  0.23333333333333334000  0.26923076923076920000
  031    CACM-3137  0.25806451612903225000  0.30769230769230770000
  032    CACM-3089  0.25000000000000000000  0.30769230769230770000
  033    CACM-2812  0.24242424242424243000  0.30769230769230770000
  034    CACM-3128  0.23529411764705882000  0.30769230769230770000
  035    CACM-1226  0.22857142857142856000  0.30769230769230770000
  036    CACM-1519  0.22222222222222220000  0.30769230769230770000
  037    CACM-2860  0.21621621621621623000  0.30769230769230770000
  038    CACM-2951  0.21052631578947367000  0.30769230769230770000
  039    CACM-1032  0.20512820512820512000  0.30769230769230770000
  040    CACM-2542  0.20000000000000000000  0.30769230769230770000
  041    CACM-2526  0.19512195121951220000  0.30769230769230770000
  042    CACM-1534  0.19047619047619047000  0.30769230769230770000
  043    CACM-1680  0.18604651162790697000  0.30769230769230770000
  044    CACM-2984  0.18181818181818182000  0.30769230769230770000
  045    CACM-2493  0.20000000000000000000  0.34615384615384615000
  046    CACM-3152  0.21739130434782608000  0.38461538461538464000
  047    CACM-2680  0.23404255319148937000  0.42307692307692310000
  048    CACM-1271  0.22916666666666666000  0.42307692307692310000
  049    CACM-2862  0.22448979591836735000  0.42307692307692310000
  050    CACM-1908  0.22000000000000000000  0.42307692307692310000
  051    CACM-2140  0.23529411764705882000  0.46153846153846156000
  052    CACM-3090  0.23076923076923078000  0.46153846153846156000
  053    CACM-2358  0.22641509433962265000  0.46153846153846156000
  054    CACM-2451  0.22222222222222220000  0.46153846153846156000
  055    CACM-1456  0.21818181818181817000  0.46153846153846156000
