Ranking  DocID      Precision               Recall
  001    CACM-3177  0.00000000000000000000  0.00000000000000000000
  002    CACM-2470  0.00000000000000000000  0.00000000000000000000
  003    CACM-1698  0.00000000000000000000  0.00000000000000000000
  004    CACM-1861  0.00000000000000000000  0.00000000000000000000
  005    CACM-3060  0.00000000000000000000  0.00000000000000000000
  006    CACM-3105  0.00000000000000000000  0.00000000000000000000
  007    CACM-2369  0.00000000000000000000  0.00000000000000000000
  008    CACM-3009  0.00000000000000000000  0.00000000000000000000
  009    CACM-3031  0.11111111111111110000  0.06250000000000000000
  010    CACM-2867  0.10000000000000000000  0.06250000000000000000
  011    CACM-2579  0.09090909090909091000  0.06250000000000000000
  012    CACM-0321  0.08333333333333333000  0.06250000000000000000
  013    CACM-2139  0.07692307692307693000  0.06250000000000000000
  014    CACM-2247  0.07142857142857142000  0.06250000000000000000
  015    CACM-3142  0.06666666666666667000  0.06250000000000000000
  016    CACM-3069  0.06250000000000000000  0.06250000000000000000
  017    CACM-0595  0.05882352941176470500  0.06250000000000000000
  018    CACM-0497  0.05555555555555555000  0.06250000000000000000
  019    CACM-2912  0.05263157894736842000  0.06250000000000000000
  020    CACM-1628  0.05000000000000000000  0.06250000000000000000
  021    CACM-3033  0.04761904761904761600  0.06250000000000000000
  022    CACM-1162  0.04545454545454545600  0.06250000000000000000
  023    CACM-2622  0.04347826086956521600  0.06250000000000000000
  024    CACM-2400  0.04166666666666666400  0.06250000000000000000
  025    CACM-0536  0.04000000000000000000  0.06250000000000000000
  026    CACM-3014  0.03846153846153846400  0.06250000000000000000
  027    CACM-1625  0.03703703703703703500  0.06250000000000000000
  028    CACM-2558  0.07142857142857142000  0.12500000000000000000
  029    CACM-3054  0.06896551724137931000  0.12500000000000000000
  030    CACM-2970  0.06666666666666667000  0.12500000000000000000
  031    CACM-2609  0.06451612903225806000  0.12500000000000000000
  032    CACM-2815  0.06250000000000000000  0.12500000000000000000
  033    CACM-2480  0.06060606060606061000  0.12500000000000000000
  034    CACM-2176  0.05882352941176470500  0.12500000000000000000
  035    CACM-2989  0.05714285714285714000  0.12500000000000000000
  036    CACM-3140  0.05555555555555555000  0.12500000000000000000
  037    CACM-3132  0.05405405405405406000  0.12500000000000000000
  038    CACM-3162  0.05263157894736842000  0.12500000000000000000
  039    CACM-1932  0.05128205128205128000  0.12500000000000000000
  040    CACM-1382  0.05000000000000000000  0.12500000000000000000
