Ranking  DocID      Precision               Recall
  001    CACM-2542  0.00000000000000000000  0.00000000000000000000
  002    CACM-1665  0.00000000000000000000  0.00000000000000000000
  003    CACM-1719  0.00000000000000000000  0.00000000000000000000
  004    CACM-2188  0.00000000000000000000  0.00000000000000000000
  005    CACM-2319  0.00000000000000000000  0.00000000000000000000
  006    CACM-2379  0.00000000000000000000  0.00000000000000000000
  007    CACM-3087  0.00000000000000000000  0.00000000000000000000
  008    CACM-1033  0.00000000000000000000  0.00000000000000000000
  009    CACM-1264  0.00000000000000000000  0.00000000000000000000
  010    CACM-1680  0.00000000000000000000  0.00000000000000000000
  011    CACM-1749  0.00000000000000000000  0.00000000000000000000
  012    CACM-1827  0.00000000000000000000  0.00000000000000000000
  013    CACM-1844  0.00000000000000000000  0.00000000000000000000
  014    CACM-1885  0.00000000000000000000  0.00000000000000000000
  015    CACM-2344  0.00000000000000000000  0.00000000000000000000
  016    CACM-2629  0.00000000000000000000  0.00000000000000000000
  017    CACM-2740  0.00000000000000000000  0.00000000000000000000
  018    CACM-2948  0.00000000000000000000  0.00000000000000000000
  019    CACM-2955  0.00000000000000000000  0.00000000000000000000
  020    CACM-1108  0.00000000000000000000  0.00000000000000000000
  021    CACM-1519  0.00000000000000000000  0.00000000000000000000
  022    CACM-1544  0.00000000000000000000  0.00000000000000000000
  023    CACM-1853  0.00000000000000000000  0.00000000000000000000
  024    CACM-2002  0.00000000000000000000  0.00000000000000000000
  025    CACM-2380  0.00000000000000000000  0.00000000000000000000
  026    CACM-2470  0.00000000000000000000  0.00000000000000000000
  027    CACM-2560  0.00000000000000000000  0.00000000000000000000
  028    CACM-2622  0.00000000000000000000  0.00000000000000000000
  029    CACM-2984  0.00000000000000000000  0.00000000000000000000
  030    CACM-3012  0.00000000000000000000  0.00000000000000000000
  031    CACM-3048  0.00000000000000000000  0.00000000000000000000
  032    CACM-0585  0.00000000000000000000  0.00000000000000000000
  033    CACM-0972  0.00000000000000000000  0.00000000000000000000
  034    CACM-1170  0.00000000000000000000  0.00000000000000000000
  035    CACM-1173  0.00000000000000000000  0.00000000000000000000
  036    CACM-1194  0.00000000000000000000  0.00000000000000000000
  037    CACM-1238  0.00000000000000000000  0.00000000000000000000
  038    CACM-1393  0.00000000000000000000  0.00000000000000000000
  039    CACM-1412  0.00000000000000000000  0.00000000000000000000
  040    CACM-1523  0.00000000000000000000  0.00000000000000000000
  041    CACM-1571  0.00000000000000000000  0.00000000000000000000
  042    CACM-1605  0.02380952380952380800  0.20000000000000000000
  043    CACM-1657  0.02325581395348837200  0.20000000000000000000
  044    CACM-1697  0.02272727272727272800  0.20000000000000000000
  045    CACM-1829  0.02222222222222222300  0.20000000000000000000
  046    CACM-1937  0.02173913043478260800  0.20000000000000000000
  047    CACM-1938  0.02127659574468085000  0.20000000000000000000
  048    CACM-2035  0.02083333333333333200  0.20000000000000000000
  049    CACM-2105  0.02040816326530612000  0.20000000000000000000
  050    CACM-2153  0.02000000000000000000  0.20000000000000000000
  051    CACM-2357  0.01960784313725490000  0.20000000000000000000
  052    CACM-2371  0.01923076923076923200  0.20000000000000000000
  053    CACM-2398  0.01886792452830188600  0.20000000000000000000
  054    CACM-2535  0.01851851851851851700  0.20000000000000000000
  055    CACM-2541  0.01818181818181818000  0.20000000000000000000
  056    CACM-2681  0.01785714285714285600  0.20000000000000000000
  057    CACM-2811  0.01754385964912280600  0.20000000000000000000
  058    CACM-2841  0.01724137931034482700  0.20000000000000000000
  059    CACM-2878  0.01694915254237288000  0.20000000000000000000
  060    CACM-2959  0.01666666666666666600  0.20000000000000000000
  061    CACM-3002  0.01639344262295082000  0.20000000000000000000
  062    CACM-3049  0.01612903225806451600  0.20000000000000000000
  063    CACM-0202  0.01587301587301587200  0.20000000000000000000
  064    CACM-0637  0.01562500000000000000  0.20000000000000000000
  065    CACM-0696  0.01538461538461538500  0.20000000000000000000
  066    CACM-1034  0.01515151515151515200  0.20000000000000000000
  067    CACM-1179  0.01492537313432835800  0.20000000000000000000
  068    CACM-1195  0.01470588235294117600  0.20000000000000000000
  069    CACM-1236  0.01449275362318840600  0.20000000000000000000
  070    CACM-1307  0.01428571428571428500  0.20000000000000000000
  071    CACM-1315  0.01408450704225352100  0.20000000000000000000
  072    CACM-1482  0.01388888888888888800  0.20000000000000000000
  073    CACM-1505  0.01369863013698630000  0.20000000000000000000
  074    CACM-1534  0.01351351351351351400  0.20000000000000000000
  075    CACM-1626  0.01333333333333333400  0.20000000000000000000
  076    CACM-1647  0.01315789473684210500  0.20000000000000000000
  077    CACM-1671  0.01298701298701298800  0.20000000000000000000
  078    CACM-1695  0.01282051282051282000  0.20000000000000000000
  079    CACM-1750  0.01265822784810126600  0.20000000000000000000
  080    CACM-1752  0.01250000000000000000  0.20000000000000000000
  081    CACM-1960  0.01234567901234567800  0.20000000000000000000
  082    CACM-2003  0.01219512195121951300  0.20000000000000000000
  083    CACM-2065  0.01204819277108433800  0.20000000000000000000
  084    CACM-2092  0.01190476190476190400  0.20000000000000000000
  085    CACM-2218  0.01176470588235294100  0.20000000000000000000
  086    CACM-2219  0.01162790697674418600  0.20000000000000000000
  087    CACM-2274  0.01149425287356321800  0.20000000000000000000
  088    CACM-2311  0.01136363636363636400  0.20000000000000000000
  089    CACM-2317  0.01123595505617977500  0.20000000000000000000
  090    CACM-2378  0.01111111111111111200  0.20000000000000000000
  091    CACM-2424  0.01098901098901099000  0.20000000000000000000
  092    CACM-2501  0.01086956521739130400  0.20000000000000000000
  093    CACM-2632  0.01075268817204301200  0.20000000000000000000
  094    CACM-2747  0.01063829787234042500  0.20000000000000000000
  095    CACM-2786  0.01052631578947368400  0.20000000000000000000
  096    CACM-2859  0.01041666666666666600  0.20000000000000000000
  097    CACM-2868  0.01030927835051546400  0.20000000000000000000
  098    CACM-2894  0.01020408163265306000  0.20000000000000000000
  099    CACM-2920  0.01010101010101010200  0.20000000000000000000
